Date,Close Price,Volume
2020-01-02,208.63540649414062,12077100
2020-01-03,207.53147888183594,11188400
2020-01-06,211.44003295898438,17058900
2020-01-07,211.8975067138672,14912400
2020-01-08,214.0457305908203,13475000
2020-01-09,217.1089324951172,12642800
2020-01-10,216.87022399902344,12119400
2020-01-13,220.69923400878906,14463400
2020-01-14,217.86476135253906,13288900
2020-01-15,219.94337463378906,10036500
2020-01-16,220.55999755859375,10015300
2020-01-17,220.92796325683594,15905900
2020-01-21,220.23179626464844,14275800
2020-01-22,220.11244201660156,12212800
2020-01-23,218.5609588623047,11195000
2020-01-24,216.7509002685547,11905800
2020-01-27,213.69764709472656,13810700
2020-01-28,216.60169982910156,13413800
2020-01-29,222.01202392578125,33181300
2020-01-30,208.3867645263672,48775500
2020-01-31,200.80836486816406,31359900
2020-02-03,203.075927734375,15495600
2020-02-04,208.68515014648438,19628900
2020-02-05,208.96360778808594,12538200
2020-02-06,209.6995849609375,10567500
2020-02-07,211.1715087890625,12242500
2020-02-10,211.8975067138672,11856400
2020-02-11,206.05953979492188,25030800
2020-02-12,209.61004638671875,13813700
2020-02-13,211.97708129882812,15396600
2020-02-14,213.01138305664062,10741700
2020-02-18,216.6116485595703,15609200
2020-02-19,216.3033447265625,12135100
2020-02-20,213.40924072265625,13109200
2020-02-21,209.03321838378906,14092300
2020-02-24,199.62484741210938,23080100
2020-02-25,195.69639587402344,21433500
2020-02-26,196.12405395507812,16524500
2020-02-27,188.7146759033203,21682600
2020-02-28,191.4198455810547,32568900
2020-03-02,195.36819458007812,24949000
2020-03-03,184.875732421875,27984100
2020-03-04,190.71371459960938,23062500
2020-03-05,184.15968322753906,19333400
2020-03-06,180.10194396972656,24559600
2020-03-09,168.5751953125,29949000
2020-03-10,177.21775817871094,24517800
2020-03-11,169.31117248535156,20373900
2020-03-12,153.627197265625,43266300
2020-03-13,169.35093688964844,35028600
2020-03-16,145.2133331298828,39120400
2020-03-17,148.60475158691406,34255600
2020-03-18,146.15817260742188,37553100
2020-03-19,152.29449462890625,39862300
2020-03-20,148.91305541992188,32568400
2020-03-23,147.2919464111328,29830800
2020-03-24,160.10165405273438,30440400
2020-03-25,155.35769653320312,35184300
2020-03-26,162.44879150390625,26556800
2020-03-27,155.9345245361328,24879900
2020-03-30,165.04454040527344,22515200
2020-03-31,165.88990783691406,23676300
2020-04-01,158.7292022705078,19507600
2020-04-02,157.326904296875,20886300
2020-04-03,153.3387451171875,25983300
2020-04-06,164.646728515625,28453600
2020-04-07,167.90882873535156,31411900
2020-04-08,173.3291015625,21664200
2020-04-09,174.23414611816406,23534300
2020-04-13,173.83633422851562,19355400
2020-04-14,177.1978759765625,21011800
2020-04-15,176.0044403076172,17423000
2020-04-16,175.28836059570312,23593200
2020-04-17,178.26205444335938,20974800
2020-04-20,177.2675018310547,16110700
2020-04-21,169.86810302734375,24850500
2020-04-22,181.28543090820312,33242000
2020-04-23,184.11990356445312,21426600
2020-04-24,189.032958984375,28792000
2020-04-27,186.47695922851562,29197800
2020-04-28,181.91201782226562,21731000
2020-04-29,193.13047790527344,45954500
2020-04-30,203.5930938720703,46230100
2020-05-01,201.16641235351562,30415600
2020-05-04,204.14007568359375,19250700
2020-05-05,205.94020080566406,21071200
2020-05-06,207.33255004882812,21857000
2020-05-07,210.10731506347656,15152000
2020-05-08,211.19140625,12506000
2020-05-11,212.01686096191406,12911900
2020-05-12,208.95367431640625,14704600
2020-05-13,203.98095703125,20684600
2020-05-14,205.68162536621094,17178900
2020-05-15,209.7294158935547,19383200
2020-05-18,212.0268096923828,20151900
2020-05-19,215.6967010498047,31843200
2020-05-20,228.7152557373047,50162900
2020-05-21,230.1275177001953,47782600
2020-05-22,233.62831115722656,33925600
2020-05-26,230.93307495117188,33178300
2020-05-27,227.88980102539062,34697600
2020-05-28,224.2298583984375,29377200
2020-05-29,223.86187744140625,23241500
2020-06-01,230.64466857910156,18223800
2020-06-02,231.4502716064453,20919000
2020-06-03,228.90423583984375,15380300
2020-06-04,225.05531311035156,17041500
2020-06-05,229.51089477539062,16750400
2020-06-08,230.13743591308594,15466500
2020-06-09,237.36781311035156,27462900
2020-06-10,235.43836975097656,20720700
2020-06-11,223.20547485351562,26708200
2020-06-12,227.33282470703125,22091400
2020-06-15,231.2314453125,15340300
2020-06-16,234.36424255371094,15236700
2020-06-17,234.24490356445312,19578100
2020-06-18,234.65269470214844,15782500
2020-06-19,237.4871368408203,30081300
2020-06-22,237.914794921875,18917800
2020-06-23,240.91831970214844,24017900
