Date,Close Price,Volume
2020-01-02,49.099998474121094,80331100
2020-01-03,48.599998474121094,73127400
2020-01-06,48.38999938964844,47934900
2020-01-07,48.25,58061400
2020-01-08,47.83000183105469,53767000
2020-01-09,48.970001220703125,76512800
2020-01-10,48.16999816894531,44133700
2020-01-13,48.75,34266800
2020-01-14,48.209999084472656,38563200
2020-01-15,48.54999923706055,40199900
2020-01-16,49.77000045776367,58898900
2020-01-17,50.93000030517578,57722500
2020-01-21,51.04999923706055,49095000
2020-01-22,51.43000030517578,40772200
2020-01-23,51.709999084472656,40135400
2020-01-24,50.349998474121094,80004900
2020-01-27,49.2599983215332,48878600
2020-01-28,50.529998779296875,62343800
2020-01-29,47.5099983215332,112349900
2020-01-30,48.779998779296875,70460200
2020-01-31,47.0,60322400
2020-02-03,48.02000045776367,46983500
2020-02-04,49.45000076293945,46302100
2020-02-05,49.84000015258789,42737100
2020-02-06,49.31999969482422,48670600
2020-02-07,49.72999954223633,53107600
2020-02-10,52.2599983215332,60971700
2020-02-11,53.79999923706055,74719100
2020-02-12,53.88999938964844,45994900
2020-02-13,54.529998779296875,51640000
2020-02-14,55.310001373291016,52365400
2020-02-18,56.88999938964844,70133200
2020-02-19,58.900001525878906,58597300
2020-02-20,57.27000045776367,74203400
2020-02-21,53.279998779296875,88271100
2020-02-24,49.119998931884766,86624100
2020-02-25,47.56999969482422,88699400
2020-02-26,47.4900016784668,86378400
2020-02-27,44.0099983215332,106416200
2020-02-28,45.47999954223633,100331800
2020-03-02,47.459999084472656,102324700
2020-03-03,46.75,141972300
2020-03-04,50.11000061035156,93311800
2020-03-05,48.11000061035156,98302700
2020-03-06,48.59000015258789,124590900
2020-03-09,43.27000045776367,80859800
2020-03-10,45.380001068115234,76228200
2020-03-11,45.70000076293945,101601100
2020-03-12,39.0099983215332,107461500
2020-03-13,43.900001525878906,86689700
2020-03-16,38.709999084472656,84545900
2020-03-17,41.880001068115234,92741900
2020-03-18,39.119998931884766,106949300
2020-03-19,39.81999969482422,88939000
2020-03-20,39.61000061035156,106859500
2020-03-23,41.63999938964844,101704700
2020-03-24,46.220001220703125,106794200
2020-03-25,44.630001068115234,93760400
2020-03-26,47.5,73680200
2020-03-27,46.58000183105469,74599200
2020-03-30,47.86000061035156,68486600
2020-03-31,45.47999954223633,83483700
2020-04-01,43.65999984741211,92083100
2020-04-02,44.4900016784668,79024100
2020-04-03,42.59000015258789,79335000
2020-04-06,47.52000045776367,82294000
2020-04-07,47.560001373291016,102098700
2020-04-08,48.790000915527344,64930800
2020-04-09,48.380001068115234,80270100
2020-04-13,50.939998626708984,64290100
2020-04-14,54.93000030517578,85306800
2020-04-15,54.9900016784668,83814000
2020-04-16,56.95000076293945,103106500
2020-04-17,56.599998474121094,76908800
2020-04-20,56.970001220703125,72367300
2020-04-21,52.91999816894531,123906400
2020-04-22,55.91999816894531,63041600
2020-04-23,55.900001525878906,69662700
2020-04-24,56.18000030517578,72761000
2020-04-27,56.4900016784668,62568100
2020-04-28,55.5099983215332,80501800
2020-04-29,53.65999984741211,110800900
2020-04-30,52.38999938964844,65543900
2020-05-01,49.880001068115234,69562700
2020-05-04,52.560001373291016,62590600
2020-05-05,52.189998626708984,56560500
2020-05-06,52.15999984741211,48138100
2020-05-07,51.95000076293945,48956600
2020-05-08,53.189998626708984,40686100
2020-05-11,55.7400016784668,68746400
2020-05-12,53.7599983215332,55631100
2020-05-13,52.18000030517578,76824700
2020-05-14,54.5099983215332,73814000
2020-05-15,54.20000076293945,66950900
2020-05-18,54.59000015258789,48569200
2020-05-19,55.470001220703125,60388500
2020-05-20,56.38999938964844,50888200
2020-05-21,54.650001525878906,48496100
2020-05-22,55.16999816894531,43524100
2020-05-26,53.189998626708984,51618900
2020-05-27,52.7400016784668,102414500
2020-05-28,51.7400016784668,53670200
2020-05-29,53.79999923706055,64666700
2020-06-01,53.630001068115234,36864400
2020-06-02,53.540000915527344,42855200
2020-06-03,52.72999954223633,46765300
2020-06-04,52.630001068115234,44869100
2020-06-05,53.099998474121094,53908300
2020-06-08,52.970001220703125,39681700
2020-06-09,56.38999938964844,79919100
2020-06-10,57.439998626708984,78719400
2020-06-11,52.83000183105469,78715400
2020-06-12,53.5,71189100
2020-06-15,54.68000030517578,56740700
2020-06-16,54.459999084472656,50949700
2020-06-17,54.54999923706055,45146500
2020-06-18,54.040000915527344,40354700
2020-06-19,54.22999954223633,52801500
2020-06-22,54.7599983215332,44704800
2020-06-23,53.9900016784668,48089000
2020-06-24,52.38999938964844,53535500
2020-06-25,51.93000030517578,51129600
2020-06-26,50.099998474121094,65485700
2020-06-29,50.279998779296875,49905800
2020-06-30,52.61000061035156,42275700
2020-07-01,52.58000183105469,32370900
2020-07-02,52.34000015258789,29081400
2020-07-06,53.400001525878906,36769400
2020-07-07,52.93000030517578,32153100
2020-07-08,53.43000030517578,35608300
2020-07-09,57.2599983215332,87216300
2020-07-10,55.880001068115234,59839700
2020-07-13,53.59000015258789,57741800
2020-07-14,54.720001220703125,54890100
2020-07-15,55.34000015258789,42360300
2020-07-16,54.91999816894531,36887100
2020-07-17,55.040000915527344,34710400
2020-07-20,57.459999084472656,45034300
2020-07-21,57.0,44741000
2020-07-22,61.790000915527344,135159400
2020-07-23,59.56999969482422,106829100
2020-07-24,69.4000015258789,205314500
